repository_name,repository_language
zefei/picmagick,ACTIONSCRIPT
tylerzhu/linkupGame,ACTIONSCRIPT
swellee/LeUI,ACTIONSCRIPT
GulDmitry/php-websocket-server,ACTIONSCRIPT
Brinkbit/StarlingFullScreenExtension,ACTIONSCRIPT
duckleg/PullToRefresh,ACTIONSCRIPT
map220v/TencentPvZOL,ACTIONSCRIPT
claus/as3icy,ACTIONSCRIPT
tmaiaroto/agile_uploader,ACTIONSCRIPT
renaun/CaltrainTimes,ACTIONSCRIPT
euske/vgaplayer,ACTIONSCRIPT
zeh/ztween,ACTIONSCRIPT
myflashlab/videoPlayer-ANE,ACTIONSCRIPT
tconkling/godmode-as3,ACTIONSCRIPT
nashnie/Guide,ACTIONSCRIPT
flashflashrevolution/rCubed,ACTIONSCRIPT
pechemann/hummingbird,ACTIONSCRIPT
fogAndWhisky/StarlingCamera,ACTIONSCRIPT
tatsuya-koyama/MrWARP-clone,ACTIONSCRIPT
arkeus/as3-tiled-reader,ACTIONSCRIPT
Gamua/Starling-Extension-Adobe-Animate,ACTIONSCRIPT
tylerzhu/SpriteSheet,ACTIONSCRIPT
kaltura/kdp,ACTIONSCRIPT
23/videoplayer,ACTIONSCRIPT
richpixel/SongPickerANE,ACTIONSCRIPT
rekomat/AS3-LocaleManager,ACTIONSCRIPT
srohde/Twitter,ACTIONSCRIPT
obsesh/openbooth,ACTIONSCRIPT
vishvish/BirdBase,ACTIONSCRIPT
joelhooks/robotlegs-examples-RobotlegsSignalsCafe,ACTIONSCRIPT
furusystems/DConsole,ACTIONSCRIPT
zadvorsky/starling_lighting_extension,ACTIONSCRIPT
piercer/flex_sdk_maven_install,ACTIONSCRIPT
tomjohnson916/videojs-osmf,ACTIONSCRIPT
smakinson/Pusher-ActionScript-Library,ACTIONSCRIPT
itarato/GraphMind,ACTIONSCRIPT
leopoldodonnell/airhttp,ACTIONSCRIPT
apache/flex-tlf,ACTIONSCRIPT
gamebuilderstudio/gamebuilderengine,ACTIONSCRIPT
flashquartermaster/Cuke4AS3,ACTIONSCRIPT
schlangster/skyui-lib,ACTIONSCRIPT
AdamAtomic/Flx-Invaders,ACTIONSCRIPT
nosir/pixas-editor,ACTIONSCRIPT
zrong/as3,ACTIONSCRIPT
SaffronCode/Adobe-Air-Assistant,ACTIONSCRIPT
spjwebster/as3base64,ACTIONSCRIPT
TylerGlaiel/GlaielGamesOldFlashSources,ACTIONSCRIPT
zmLiu/Starling-UITool,ACTIONSCRIPT
Seb-135/ee-offline,ACTIONSCRIPT
sshilko/jQuery-AS3-Webcam,ACTIONSCRIPT
palkan/as3_p2plocal,ACTIONSCRIPT
Stupeflix/WebcamRecorder,ACTIONSCRIPT
ccoenraets/MobileTrader,ACTIONSCRIPT
AdamHarte/ReMX,ACTIONSCRIPT
sammyt/fussy,ACTIONSCRIPT
bigbluebutton/bbb-air-client,ACTIONSCRIPT
walpolea/NetGrouper,ACTIONSCRIPT
hillelcoren/flex-autocomplete,ACTIONSCRIPT
tuarua/Google-Maps-ANE,ACTIONSCRIPT
jlopez/ane-testflight,ACTIONSCRIPT
nidin/as3-virtual-keyboard,ACTIONSCRIPT
laurentvd/wavesurfer.swf,ACTIONSCRIPT
Stray/robotlegs-demo-StrategyGame,ACTIONSCRIPT
velocity9/Inspector,ACTIONSCRIPT
nosir/pixas,ACTIONSCRIPT
mroth/cameraform,ACTIONSCRIPT
zenrobin/FlashMovieClipConverter,ACTIONSCRIPT
wasbridge/flex-4-tree,ACTIONSCRIPT
pwalczyszyn/as3viewnavigator,ACTIONSCRIPT
jamieowen/robotlegs2-starling-viewmap,ACTIONSCRIPT
joshtynjala/flextreemap,ACTIONSCRIPT
away3d/integration-examples-fp11,ACTIONSCRIPT
GetBreeze/breeze-db,ACTIONSCRIPT
teotigraphix/as3-commons-asblocks,ACTIONSCRIPT
thatguystone/flowplayer-ima,ACTIONSCRIPT
PhantomAppDevelopment/icon-generator,ACTIONSCRIPT
joshtynjala/starling-preloader,ACTIONSCRIPT
audreyt/as3gif,ACTIONSCRIPT
articulate/storyline-sdk,ACTIONSCRIPT
satoshi7/ActionScript-API-for-AWS-Amazon-Web-Services-,ACTIONSCRIPT
totologic/daedalus-lib,ACTIONSCRIPT
Yatko/video-chat,ACTIONSCRIPT
storagecart/Tool-library-for-as3,ACTIONSCRIPT
dima/soup,ACTIONSCRIPT
danro/tweenman-as3,ACTIONSCRIPT
born2net/signageplayer-core,ACTIONSCRIPT
evan-liu/robotlegs-utilities-LazyMediator,ACTIONSCRIPT
mdsecactivebreach/CVE-2018-4878,ACTIONSCRIPT
jimojon/Multipart.as,ACTIONSCRIPT
systemed/potlatch3,ACTIONSCRIPT
marpies/material-design-spinner,ACTIONSCRIPT
nodename/Ultimate-Enum,ACTIONSCRIPT
josephlabrecque/DropFolders,ACTIONSCRIPT
logicminds/remoteadmin-mobile,ACTIONSCRIPT
AdamAtomic/FlxCollisions,ACTIONSCRIPT
piercer/robotlegs-extensions-ViewInterfaceMediatorMap,ACTIONSCRIPT
ccoenraets/SalesbuilderMobile,ACTIONSCRIPT
flightxd/flight-framework,ACTIONSCRIPT
FilipZawada/FingersAS3,ACTIONSCRIPT
luo-kai-wen/HLSPlayer,ACTIONSCRIPT
cicl-stanford/csm,ACTIONSCRIPT
rafaelroballo2/pigeon,ACTIONSCRIPT
pixels4nickels/robotlegs-extensions-SignalCommandMap,ACTIONSCRIPT
AxGord/FD-Haxe-Up,ACTIONSCRIPT
larsiusprime/CellGame--Open-Source-fork-of--CellCraft--,ACTIONSCRIPT
JordanMagnuson/Loneliness,ACTIONSCRIPT
ajsantander/agalthemean,ACTIONSCRIPT
tkdave/bumpslide_as3,ACTIONSCRIPT
AdamAtomic/Flappybalt,ACTIONSCRIPT
mikkoh/AS3-Airplay,ACTIONSCRIPT
jeremyruppel/as3-operations,ACTIONSCRIPT
hackedteam/rcs-console,ACTIONSCRIPT
s-soltys/LipSync,ACTIONSCRIPT
mikesoylu/fortia,ACTIONSCRIPT
wonderyue/Animator,ACTIONSCRIPT
distriqt/ANE-AndroidSupport,ACTIONSCRIPT
leonardoamx/pomodairo,ACTIONSCRIPT
darrinm/PicEditor,ACTIONSCRIPT
pyjarrett/septum,ADA
AdaCore/gnatstudio,ADA
mk270/whitakers-words,ADA
jrmarino/synth,ADA
AdaDoom3/AdaDoom3,ADA
alire-project/alire,ADA
AdaCore/Ada_Drivers_Library,ADA
AdaCore/spark2014,ADA
AdaCore/ada_language_server,ADA
AdaCore/gnat-llvm,ADA
tofgarion/spark-by-example,ADA
AdaCore/libadalang,ADA
AdaCore/aws,ADA
Lucretia/tamp,ADA
PatrikFehrenbach/amass-tools,ADA
Lucretia/sdlada,ADA
rod-chapman/SPARKNaCl,ADA
AdaCore/RecordFlux,ADA
suisuisi/Xilinx_Library,ADA
zertovitch/hac,ADA
stcarrez/ada-awa,ADA
thindil/steamsky,ADA
flyx/OpenGLAda,ADA
cforler/Ada-Crypto-Library,ADA
AdaCore/learn,ADA
Lucretia/bare_bones,ADA
AdaCore/gtkada,ADA
MayaPosch/Sarge,ADA
docandrew/CuBit,ADA
wookey-project/ewok-kernel,ADA
codelabs-ch/muen,ADA
stcarrez/ada-util,ADA
Fabien-Chouteau/ACNC,ADA
simonjwright/cortex-gnat-rts,ADA
AdaCore/svd2ada,ADA
AdaCore/gprbuild,ADA
edin/raytracer,ADA
OpenAADL/ocarina,ADA
AdaCore/bb-runtimes,ADA
OneWingedShark/Byron,ADA
onox/orka,ADA
janverschelde/PHCpack,ADA
AdaCoreU/Courses,ADA
kburtch/SparForte,ADA
GeneralZDS/FPGA-DCNN-Accelerator,ADA
AdaCore/VSS,ADA
AdaCore/gnatcoll-core,ADA
godunko/adawebpack,ADA
dsanson/Words,ADA
cubesatlab/cubedos,ADA
zslwyuan/PAAS_V1.0,ADA
ytomino/drake,ADA
Nikokrock/ada-lua,ADA
onox/json-ada,ADA
persan/zeromq-Ada,ADA
Apress/beginning-ada-programming,ADA
SMerrony/dashera,ADA
ajxs/cxos,ADA
Componolit/ada-runtime,ADA
jrcarter/Ada_GUI,ADA
kqr/qweyboard,ADA
raph-amiard/ada-synth-lib,ADA
UnstableDesign/AdaCAD,ADA
Licheng-Guo/vivado-hls-broadcast-optimization,ADA
yaml/AdaYaml,ADA
Blunk-electronic/M-1,ADA
AdaCore/Certyflie,ADA
stcarrez/ada-keystore,ADA
damaki/libkeccak,ADA
jrmarino/AdaBase,ADA
AdaCore/gnatcoverage,ADA
joular/powerjoular,ADA
serock/pla-util,ADA
JeremyGrosser/rp2040_hal,ADA
stcarrez/sql-benchmark,ADA
Fabien-Chouteau/eagle-lander,ADA
AdaCore/ada-traits-containers,ADA
gabriele-galeotti/SweetAda,ADA
fastrgv/CoTerminalApps,ADA
Fabien-Chouteau/Wee-Noise-Maker,ADA
JeremyGrosser/pico_examples,ADA
Componolit/libsparkcrypto,ADA
pmderodat/ada-toml,ADA
alkhimey/Ada_Kernel_Module_Framework,ADA
AntonMeep/vaniton,ADA
AdaCore/startup-gen,ADA
reznikmm/matreshka_archive,ADA
karakalo/lumen,ADA
jrcarter/PragmARC,ADA
ellamosi/libgade,ADA
jscparker/math_packages,ADA
reznikmm/protobuf,ADA
mgrojo/ASFML,ADA
vishnuravi/stablematch,ADA
OneWingedShark/Ada_Tutorial,ADA
yet-another-static-site-generator/yass,ADA
BrentSeidel/Ada-Lisp,ADA
alire-project/ada_spark_workflow,ADA
thindil/hunter,ADA
RavSS/HAVK,ADA
Componolit/gneiss,ADA
stcarrez/swagger-ada,ADA
stcarrez/ada-ado,ADA
AJ-Ianozi/Cashe,ADA
tomekw/simple_blockchain,ADA
pchapin/thumper,ADA
coreboot/libgfxinit,ADA
AdaCore/training_material,ADA
lambourg/Ada_Bare_Metal_Demos,ADA
stcarrez/ada-security,ADA
TNO/Rejuvenation-Ada,ADA
AdaCore/xmlada,ADA
AdaCore/PolyORB,ADA
joewing/memsim,ADA
Fabien-Chouteau/usb_embedded,ADA
rowsail/AdaForMicrocontrollers,ADA
samueltardieu/aforth,ADA
morbos/STM32,ADA
Componolit/SXML,ADA
pmunts/libsimpleio,ADA
Ravenports/ravenadm,ADA
zertovitch/lea,ADA
zertovitch/zip-ada,ADA
annexi-strayline/AURA,ADA
pmunts/muntsos,ADA
stakenschneider/git.polytest-master,ADA
stcarrez/ada-wiki,ADA
fastrgv/AdaGate,ADA
stcarrez/etherscope,ADA
stcarrez/ada-enet,ADA
Fabien-Chouteau/Ada_Time,ADA
Fabien-Chouteau/un_pola,ADA
AdaCore/cuda,ADA
Ada-France/ayacc,ADA
HonkiTonk/Honki-Tonks-Zivilisationen,ADA
Fabien-Chouteau/GESTE,ADA
zertovitch/gwindows,ADA
stcarrez/dynamo,ADA
tsoding/ada-gol,ADA
reznikmm/adalib,ADA
Ada-Audio/audio_wavefiles,ADA
AdaCore/spawn,ADA
zertovitch/globe-3d,ADA
hgrodriguez/embedded-dashboard-console,ADA
anthony-arnold/AdaID,ADA
Adalog-fr/Adacontrol,ADA
frett27/Ada-Synthetizer,ADA
Componolit/jwx,ADA
AdaCore/win32ada,ADA
Ada-France/aflex,ADA
jurta/nlp-rus-zaliz,ADA
aasish/userIntentDataset,ADA
dmbaturin/hvinfo,ADA
AdaCore/Robotics_with_Ada,ADA
flyx/OpenCLAda,ADA
tum-ei-rcs/StratoX,ADA
mosteo/rxada,ADA
joakim-strandberg/aida_2012,ADA
Fabien-Chouteau/qoi-spark,ADA
jrmarino/zstd-ada,ADA
michael-hardeman/gdnative_ada,ADA
AdaCore/libadalang-tools,ADA
sparre/Black,ADA
HeisenbugLtd/spat,ADA
karakalo/old-lumen,ADA
Latence-Technologies/Kafka-Ada,ADA
timurgen/AdventOfAda,ADA
jgrivera67/HiRTOS,ADA
Lucretia/adavulkan,ADA
JeremyGrosser/pico_bsp,ADA
Fabien-Chouteau/noise-nugget,ADA
damaki/DW1000,ADA
zertovitch/gid,ADA
zertovitch/ada-pdf-writer,ADA
charlie5/lace-prototype-deprecated,ADA
AdaCore/embedded-runtimes,ADA
AdaCore/gpr,ADA
zertovitch/ada-bar-codes,ADA
charlie5/aShell,ADA
mhatzl/spark_unbound,ADA
darkestkhan/vt100,ADA
rtyler/ada-playground,ADA
HeisenbugLtd/Saatana,ADA
raph-amiard/cours-ada-epita,ADA
sergio-gomez/Radalib,ADA
jrmarino/draco,ADA
osannolik/ada-motorcontrol,ADA
simonjwright/ews,ADA
reznikmm/ada-lsp,ADA
jgrivera67/make-with-ada,ADA
Alex-Gamper/Ada-WinRT,ADA
ohenley/adacore_jetson,ADA
alire-project/clic,ADA
Blunk-electronic/ada_training,ADA
stcarrez/ada-asf,ADA
ohenley/COVID-19_Simulator,ADA
mimo/raylib-Ada,ADA
SMerrony/daikin2mqtt,ADA
zertovitch/pascal-to-ada,ADA
Lucretia/ether,ADA
Fabien-Chouteau/shoot-n-loot,ADA
Fabien-Chouteau/bbqueue-spark,ADA
Kidev/AdaPhysics2D,ADA
reznikmm/jwt,ADA
Robert-Tice/AdaRoombot,ADA
fastrgv/AdaVenture,ADA
bol-edu/2022-fall-ntu,ADA
andgi/NBAda,ADA
parasail-lang/parasail,ADA
annexi-strayline/Curses,ADA
DevMajed/RF-Microwave-Engineering,ADA
vaartis/hellish,ADA
LionelDraghi/smk,ADA
coreboot/libhwbase,ADA
zertovitch/mathpaqs,ADA
TamaMcGlinn/AdaBots,ADA
psyomn/ash,ADA
jzfengziyan/shufflenetv2_hls,ADA
AdaCore/gnatcoll-bindings,ADA
subjrs/Jaba,ADA
SMerrony/dgemua,ADA
mediaic/MSoC-HLS,ADA
raph-amiard/learn-ada-in-y-minutes,ADA
eiselekd/vhdl2js,ADA
jklmnn/continuous-verification,ADA
OneWingedShark/AdaProjectManager,ADA
masumshaikh/HFCS,ADA
ogorodnik/rpb_ada,ADA
Heziode/ada-dotenv,ADA
simonjwright/ACATS,ADA
simonjwright/analytical-engine,ADA
yoogx/spark_examples,ADA
Irvise/Ada_SaxonSOC,ADA
stcarrez/swagger-ada-todo,ADA
98devin/ada-wfc,ADA
Tbalta/AdOS,ADA
medsec/ada-fuse,ADA
jhumphry/parse_args,ADA
Blunk-electronic/ET,ADA
98devin/ada-gba-dev,ADA
stcarrez/resource-embedder,ADA
jhumphry/SPARK_NORX,ADA
JeremyGrosser/rp,ADA
gerr135/ada_composition,ADA
OpenAADL/polyorb-hi-ada,ADA
rtyler/memcache-ada,ADA
onox/inotify-ada,ADA
jrmarino/libsodium-ada,ADA
pmderodat/ada-generators,ADA
AdaCore/UnityAdaTetris,ADA
jhumphry/auto_counters,ADA
alire-project/semantic_versioning,ADA
godunko/adagl,ADA
stcarrez/ada-search,ADA
johnleimon/avr-ada,ADA
erik/ada-irc,ADA
rtyler/ironsides,ADA
Roldak/AGC,ADA
Componolit/basalt,ADA
PaiPai121/Defocus-Image-Deblurring-Based-on-PYNQ,ADA
simonjwright/ASIS,ADA
JeremyGrosser/notcursesada,ADA
OneWingedShark/Forth,ADA
zslwyuan/High-Performance-Karatsuba-Multiplier-HLS-FPGA,ADA
Blady-Com/UXStrings,ADA
pvrego/adaino,ADA
AdaCore/markdown,ADA
fmurciag/Ingenieria-Informatica-UA,ADA
davewebb8211/ghdl,ADA
motib/erigone,ADA
johnleimon/gtk-bento,ADA
BrentSeidel/BBS-BBB-Ada,ADA
damg/backlight,ADA
reznikmm/onnx_runtime,ADA
simonjwright/coldframe,ADA
Fabien-Chouteau/lvgl-ada,ADA
RREE/build-avr-ada-toolchain,ADA
AdaCore/aunit,ADA
alice-adventures/Alice,ADA
Lucretia/meta-ada,ADA
RREE/AVRAda_Lib,ADA
edgarsmdn/Aspen_Plus_Python,ADA
ada-ros/rclada,ADA
zertovitch/azip,ADA
pyjarrett/trendy_test,ADA
Fabien-Chouteau/coffee-clock,ADA
Jasonluo666/COMP2310-Concurrent-and-Distributed-Systems,ADA
ohenley/qt5ada,ADA
AdaCore/labs-material,ADA
stcarrez/ada-bfd,ADA
thindil/tashy,ADA
Fabien-Chouteau/ada-voxel-space-demo,ADA
malaise/ada,ADA
onox/xoshiro,ADA
onox/emojis,ADA
WayneGong/HLS-axi_interfaces,ADA
CodeWelt/Ada,ADA
zertovitch/cbsg,ADA
persan/nmea,ADA
joakim-strandberg/xcb_library_thin_ada_binding,ADA
Lucretia/so,ADA
jklmnn/STOTP,ADA
NCommander/dnscatcher,ADA
ddugovic/words,ADA
pukpr/GeoEnergyMath,ADA
OS108/OAC,ADA
joakim-strandberg/wayland_ada_binding,ADA
coopht/axmpp,ADA
zertovitch/wasabee,ADA
briot/Ada-promises,ADA
sami-evangelista/helena,ADA
OneWingedShark/ASN.1,ADA
zertovitch/excel-writer,ADA
maxxibull/Reliable-Systems,ADA
karakalo/lumen-demos,ADA
Tiangewang0524/ANU-comp2310,ADA
pvrego/dogrobot,ADA
ytomino/yaml-ada,ADA
Fabien-Chouteau/spark-railway-demo,ADA
DNSCatcher/DNSCatcher,ADA
mcejp/IRONSIDES,ADA
fastrgv/MATTA,ADA
Calvin-he/docclustering,ADA
AdaCore/RC_Car_Demo,ADA
gerr135/wann,ADA
AdaHeads/call-flow-control,ADA
raph-amiard/ada-soundio,ADA
HosakaCorp/go-spark,ADA
docandrew/troodon,ADA
mosteo/yeison,ADA
charlie5/lace,ADA
stcarrez/ada-servlet,ADA
sowebio/aide,ADA
RREE/AVRAda_RTS,ADA
darkestkhan/imago,ADA
UlrikHjort/SHA-1,ADA
HeisenbugLtd/flac-ada,ADA
stcarrez/ada-el,ADA
sparre/Ada-2012-Examples,ADA
GeertBosch/lisp,ADA
mhanuel26/ada-ipstack,ADA
Blady-Com/florist,ADA
naiad-auv/naiad-auv-software,ADA
flyx/ParserTools,ADA
esthermations/cargame-ada,ADA
darthmartyn/adatftpd,ADA
onox/wayland-ada,ADA
jfuica/bingada,ADA
samueltardieu/areadline,ADA
onox/dcf-ada,ADA
MLH/mlh-localhost-adacore,ADA
Lucretia/tamp2,ADA
osannolik/ada-canopen,ADA
pyjarrett/dir_iterators,ADA
michael-hardeman/bitcoin_script,ADA
jklmnn/amatrix,ADA
hyphanet/lib-AdaFN,ADA
kburtch/tia,ADA
Fabien-Chouteau/Giza,ADA
persan/gnatcoll-json,ADA
dgpv/spark-bitcoin-transaction-example,ADA
HeisenbugLtd/si_units,ADA
stcarrez/mat,ADA
simonjwright/tcladashell,ADA
RREE/AVRAda_MCU,ADA
rtyler/redis-ada,ADA
smionean/AdventOfCode,ADA
bosepchuk/High_Integrity_Sumobot,ADA
ytomino/gmp-ada,ADA
rtyler/euler-ada,ADA
joakim-strandberg/vulkan,ADA
joakim-strandberg/portable_ada,ADA
gregerts/GNATforAVR32,ADA
AdaCore/RESSAC_Use_Case,ADA
alkhimey/Ada_Joystick,ADA
davidkristola/vole,ADA
ytomino/boehmgc-ada,ADA
AdaCore/Compile_And_Prove_Demo,ADA
frett27/Ada-Midi,ADA
jorge-real/Ball-On-Beam,ADA
AdaCore/florist,ADA
reznikmm/coroutines,ADA
janverschelde/AdaEuropeTutorial,ADA
AdaCore/program_proofs_in_spark,ADA
persan/mosquitto-ada,ADA
Kidev/DemoAdaPhysics2D,ADA
persan/A-openssl,ADA
frett27/Ada-Sodoku,ADA
zenharris/ada-bbs,ADA
wee-noise-maker/tresses,ADA
zertovitch/ini-files,ADA
TamaMcGlinn/ada_raspio,ADA
estebancalabria/ADA,ADA
charlie5/cBound,ADA
1ma/CurlAda,ADA
stcarrez/ada-lzma,ADA
Robert-Tice/SPARKZumo,ADA
hex-five/multizone-ada,ADA
Alex-Gamper/Ada-NetFramework,ADA
Componolit/RecordFlux-specifications,ADA
Tbalta/Ada_Linux_Kernel_Module,ADA
flyx/gps-osx,ADA
cheesestraws/calculogue,ADA
JulTob/Ada,ADA
berriedale/arun,ADA
AdaCore/ada-py-bind,ADA
mosteo/iterators,ADA
Lucretia/jni,ADA
Blady-Com/gnoga,ADA
darkestkhan/lazyfoo,ADA
blancolioni/rose,ADA
TNO/Rewriters-Ada,ADA
Blady-Com/tp7ada-gnoga,ADA
AdaCore/templates-parser,ADA
alkhimey/Ada_Curve,ADA
flyx/ada-bundler,ADA
kanigsson/bitcoin-ada,ADA
ghowoght/SearchRobot-PYNQ,ADA
OneWingedShark/EVIL,ADA
SMerrony/keypadder,ADA
jhumphry/SPARK_SipHash,ADA
Fabien-Chouteau/VirtAPU,ADA
Componolit/AZ3,ADA
tsoding/ada-probe,ADA
nickpascucci/ravenscar-sfp-stm32f411-nucleo,ADA
briot/gnatbdd,ADA
darkestkhan/cbap,ADA
darkestkhan/lumen2,ADA
ada-ros/rclada_examples,ADA
jrcarter/Encryption-utilities,ADA
docandrew/gembrowse,ADA
rtyler/fucked-ada,ADA
morbos/gnat2015,ADA
BrentSeidel/BBS-Ada-Widgets,ADA
mosteo/agpl,ADA
mosteo/player-ada,ADA
enzbang/vision2pixels,ADA
Alex-Gamper/Ada-Win32,ADA
reznikmm/torrent,ADA
pyjarrett/progress_indicators,ADA
JakubGogola-IDENTT/nsi,ADA
kanigsson/aoca,ADA
RREE/adequate,ADA
albinjal/ada_basic,ADA
JeremyGrosser/epoll-ada,ADA
yobuwen/hello-one,ADA
alin-antohe/beginning-ada-programming,ADA
AdaDoom3/Ada3DS,ADA
jklmnn/adafb,ADA
flyx/OpenGLAda-examples,ADA
onox/orka-demo,ADA
Codeiffor/AOC-2022,ADA
michael-hardeman/base58_ada,ADA
faelys/markup-ada,ADA
bertini36/phelpsCompiler,ADA
kanigsson/fulcrum,ADA
joelimgu/Lists_Ada_Package,ADA
andreacervetti/buttons,ADA
rostgaard/libmbus-ada,ADA
EagleErwin/AdventOfCode,ADA
Fabien-Chouteau/bare_runtime,ADA
cwi-swat/ada-air,ADA
TNO/Dependency_Graph_Extractor-Ada,ADA
Fabien-Chouteau/solenoid-engine-controller,ADA
sparre/ALSA-binding,ADA
Levraichacal/EMR1,ADA
diffblue/gnat2goto,ADA
atalii/adage,ADA
davidkristola/apg,ADA
persan/gprTools,ADA
FrankBuss/Ada_Synth,ADA
AdaCore/SPARK_Railway_Simulation_Demo,ADA
enginestein/Cryptada,ADA
grahamstark/ada_mill,ADA
reznikmm/increment,ADA
aeszter/lox-spark,ADA
danielmercier/adagbemu,ADA
fastmachinelearning/ml4quantum-release,ADA
onox/evdev-ada,ADA
ativarsoft/overkill,ADA
leonardoce/ada-iup,ADA
masilvabustos/waitfreesync,ADA
simonjwright/dhondt,ADA
onox/canberra-ada,ADA
mgrojo/play_2048,ADA
OneWingedShark/WordPerfect,ADA
berriedale/async-ada,ADA
ytomino/web-ada,ADA
stcarrez/ada-stemmer,ADA
pyjarrett/trendy_terminal,ADA
shakram02/lsm303agr-ada,ADA
gnlnops/gnat-stm32f429i-disco,ADA
nocko/zfp-nrf51,ADA
Entomy/Ada-exploits,ADA
Jellix/mars_mpl,ADA
marius-linguist/Mneson,ADA
AdaCore/Platinum_Reusable_Stack,ADA
Gabriele-bot/ALVEO-PYNQ_ML,ADA
danieagle/adare-net,ADA
oam2oam/ada-led-stm32,ADA
openlab-aux/prog-nacht-eins,ADA
zhenggennj/GNAT4RPi,ADA
Fabien-Chouteau/lpc_synth,ADA
STR-UPM/OBDH_LABS,ADA
reznikmm/jupyter,ADA
OneWingedShark/FlashPlayer,ADA
Blady-Com/Automate,ADA
jgrivera67/gnat-runtime-libs-for-kinetis-microcontrollers,ADA
mkitzan/bare-metal-embedded,ADA
stcarrez/stm32-ui,ADA
JCGobbi/DC-AC_Inverter-STM32F429,ADA
TurboGit/Ada-ODBC,ADA
HadrienG2/phalanstery,ADA
Entomy/letscode-cards,ADA
FredPraca/distributed_cbsg,ADA
zertovitch/texcad,ADA
sergeken/AdaOS,ADA
stcarrez/ada-css,ADA
victoredwardocallaghan/aperture,ADA
m-pilia/red-black-tree,ADA
docandrew/YOTROC,ADA
the-MIA/Prolog,ADA
jklmnn/esp32c3-ada,ADA
AdaCore/wposix,ADA
fastrgv/RufasCube,ADA
eugmes/osd-ada,ADA
mborko/stm32f4-ada,ADA
jhumphry/LALG,ADA
riccio333/riccio333-on-top-in-different-programming-languages,ADA
JeremyGrosser/linux_hal,ADA
pchapin/netweather,ADA
GunioRobot/yolk,ADA
JulianSchutsch/AdaOGL,ADA
onox/weechat-ada,ADA
mosteo/stopwatch,ADA
wiremoons/apass,ADA
AdaHeads/openid-client,ADA
ytomino/openssl-ada,ADA
Fabien-Chouteau/tiled-code-gen,ADA
captain-haddock17/Advent_of_Code_2021,ADA
reznikmm/advent-of-ada,ADA
sparre/Command-Line-Parser-Generator,ADA
sarnold/generic-adt,ADA
io7m/coreland-openal-ada,ADA
jhumphry/Ascon_SPARK,ADA
AdaCore/language-examples,ADA
Stykk-Gruppen/rts-project,ADA
Fabien-Chouteau/littlefs-ada,ADA
JeremyGrosser/chests,ADA
UnstableDesign/unstabledesign.github.io,ADA
fastrgv/WorldCupSokerban,ADA
Henry/PatMat,ADA
christofferholmstedt/avr-ada,ADA
Blady-Com/Exemples-PPAG,ADA
StefanoMunari/acts,ADA
raph-amiard/ada-python-interfacing,ADA
Hionos/OPulsar,ADA
frank-at-adacore/game_of_life,ADA
JeremyGrosser/ipstack,ADA
Statkus/ambi,ADA
FEDEVEL/youtube-simple-simulations,ADA
Ravenports/ravensw,ADA
rostgaard/libusb0.1-ada,ADA
mosteo/uri-ada,ADA
ucsoyulmaz/high-integrity-password-manager,ADA
AvLiaoutsis/AES-Algorithm-Analysis-using-the-HLS-tool-Thesis,ADA
blancolioni/pdp11,ADA
rtyler/hiredis-ada,ADA
moriyoshi/mod_yudoufu,ADA
stcarrez/jason,ADA
grahamstark/tax_benefit_model_components,ADA
harrisonturton/ada-pretty-print,ADA
rasteric/ada-lottery,ADA
kanigsson/leftpad,ADA
Blady-Com/j2ada,ADA
chunter18/HLS-MLP,ADA
johnperry-math/AoC2020,ADA
joseaverde/Malef,ADA
JeremyGrosser/drivers,ADA
jav1pm/ing-informatica-ua,ADA
faelys/gela-asis,ADA
stcarrez/ada-rest-api-server-benchmark,ADA
Blady-Com/tp7ada-gtkada,ADA
johnperry-math/PL-0-in-Ada,ADA
Fabien-Chouteau/hal,ADA
Ender-events/Gamepad,ADA
jquorning/IWS,ADA
BrentSeidel/Pi-Mainframe,ADA
jesselang/Solid,ADA
simonjwright/xia,ADA
chrissy0/sese-cab-service,ADA
simonjwright/adagoop,ADA
jklmnn/aoc,ADA
mosteo/unitest,ADA
michael94ellis/Ada_App,ADA
meghnamandava/FEARED,ADA
sogilis/aws,ADA
ThomasLocke/AWS_Tutorial_1,ADA
darkestkhan/oto,ADA
gradle/gradle,GROOVY
bregman-arie/devops-resources,GROOVY
rundeck/rundeck,GROOVY
jenkinsci/pipeline-examples,GROOVY
HujiangTechnology/gradle_plugin_android_aspectjx,GROOVY
johnrengelman/shadow,GROOVY
kezong/fat-aar-android,GROOVY
SmartThingsCommunity/SmartThingsPublic,GROOVY
Netflix/asgard,GROOVY
nextflow-io/nextflow,GROOVY
novoda/bintray-release,GROOVY
jenkinsci/job-dsl-plugin,GROOVY
google/protobuf-gradle-plugin,GROOVY
jenkinsci/JenkinsPipelineUnit,GROOVY
JakeWharton/sdk-manager-plugin,GROOVY
mcxiaoke/gradle-packer-plugin,GROOVY
bintray/gradle-bintray-plugin,GROOVY
passy/build-time-tracker-plugin,GROOVY
geb/geb,GROOVY
luckybilly/AutoRegister,GROOVY
dcendents/android-maven-gradle-plugin,GROOVY
richox/okcoin-leeks-reaper,GROOVY
progrium/buildstep,GROOVY
atcol/docker-registry-ui,GROOVY
jenkinsci/jenkins-scripts,GROOVY
srs/gradle-node-plugin,GROOVY
